phrase_number,category,tags
173,general,Idleness
174,general,"Love, ignores distance"
174,general,Love (see also affection)
176,general,"Labor/work, easy"
176,general,Labor/work
177,general,"Kindness, reward for"
177,general,Kindness
178,general,"Labor/work, avoidance of"
178,general,Labor/work
178,general,Laziness
180,general,Loss
182,general,"Life, advice on"
182,general,"Life, consideration for"
182,general,Life
183,general,"Love, ability to win"
183,general,"Love, winning of"
183,general,Love (see also affection)
184,general,Impossibility
186,general,Leaves
186,general,Lechery
189,general,Interference
189,general,Messenger
190,general,"Head, slapped"
190,general,Head
192,general,Man
194,general,"Hardship (see also difficulties, problems)"
196,general,Kinship (see also family)
197,general,"Lahainaluna, of details"
197,general,Lahainaluna
198,general,Land
199,general,"Hardship (see also difficulties, problems)"
203,general,"Knowledge, sources of"
203,general,Knowledge (see also learning. wisdom)
203,general,"Lahainaluna, sources"
203,general,Lahainaluna
208,general,Humps
210,general,Inconsequential
210,general,Insignificance
211,general,"Hands, empty"
211,general,Hands
211,general,Lei
214,general,Interest
215,general,Imu
218,general,Lying
220,general,Height
220,general,"Kahuna, drowning a victim"
220,general,Kahuna
221,general,"Labor/work, done poorly"
221,general,Labor/work
222,general,Ivory
224,general,"Influence, persons of"
224,general,Influence
224,general,"Moloka'i, servants"
224,general,Moloka'i
225,general,"Love, of"
225,general,"Love, fire of"
225,general,Love (see also affection)
227,general,Government
227,general,"Imu, lighting of"
227,general,Imu
227,general,Loyalty
228,general,"Ignorance, of a place"
228,general,Ignorance
230,general,"Home, appreciation of"
230,general,"Homeland, appreciation of"
233,general,Loyalty
234,general,Life
235,general,"Lover/sweetheart, own"
235,general,Lover/sweetheart
235,general,"Man, wife/lover"
235,general,Man
237,general,"Hill, companion on the, at sea"
237,general,"Hill, companion on the"
238,general,"Lover/sweetheart, another's"
238,general,Lover/sweetheart
238,general,"Man, wife/lover"
238,general,Man
239,general,Harbor
244,general,Inconstancy
244,general,"Lover/sweetheart, forgetting of"
244,general,"Lover/sweetheart, of asailor"
244,general,Lover/sweetheart
245,general,"Love, binding"
245,general,Love (see also affection)
245,general,Marriage (see also intermarriage)
246,general,"Health (see also disease, illness)"
250,general,Lovemaking
254,general,Inexperienced
255,general,"Hospitality, for royal visitors"
255,general,Hospitality
255,general,"Lovemaking, eagerness for"
255,general,Lovemaking
258,general,Hands
258,general,"Labor/work, call to"
258,general,Labor/work
259,general,"Labor/work, call to"
259,general,Labor/work
259,general,Loincloth/malo
261,general,Hospitality
262,general,In-laws
262,general,"Labor/work, advice to"
262,general,Labor/work
262,general,"Marriage (see also intermarriage), before"
262,general,Marriage (see also intermarriage)
263,general,"Health (see also disease, illness)"
263,general,Illness
264,general,Insult
266,general,Head
269,general,Hands
271,general,Good
272,general,Hands
272,general,Injury
272,general,"Love, deep"
272,general,Love (see also affection)
273,general,Hunger
276,general,Maturity
277,general,Hospitality
277,general,"Hula, password into school"
277,general,Hula
279,general,Inquisitiveness (see also curiosity)
279,general,"Land, best of their"
279,general,Land
280,general,Mamala Hoe {Splintered Paddle}
280,general,Paddle
282,general,Heaven
282,general,Heiau
282,general,"Moloka'i, prophecies of"
282,general,Moloka'i
282,general,"Kapu, abolition of"
282,general,"Kapu (see also law, rules)"
283,general,Illusions
284,general,Grass
284,general,Humility
284,general,Inconspicuous
285,general,Labor/work
285,general,Laziness
286,general,House
288,general,"Hills, climbing, of the"
288,general,"Hills, climbing"
288,general,"Home, appreciation of"
289,general,"Lovemaking, with Niolopua"
289,general,Lovemaking
290,general,Man
290,general,Manhood
290,general,Maturity
291,general,Knowledge (see also learning. wisdom)
291,general,"Learning (see also knowledge, teaching)"
294,general,"Loss, replacementfor"
294,general,Loss
299,general,"Labor/work, for"
299,general,Labor/work
299,general,Loincloth/malo
302,general,"Leaves, buds of"
302,general,Leaves
305,general,Greeting
308,general,"Kapu, of chief"
308,general,"Kapu (see also law, rules)"
310,general,"Love, of animals"
310,general,"Love, of man"
310,general,Love (see also affection)
311,general,"Health (see also disease, illness)"
311,general,"Illness, recovery from"
311,general,Illness
311,general,"Kahuna, medicinal"
311,general,Kahuna
311,general,"Life, seek outside"
311,general,Life
312,general,"Knowledge, boast of"
312,general,"Knowledge, depth of"
312,general,Knowledge (see also learning. wisdom)
312,general,Lua (see also wrestling)
313,general,Harm
316,general,Labor/work
319,general,"Labor/work, until completed"
319,general,Labor/work
321,general,Government
322,general,"Kinship, love within"
322,general,Kinship (see also family)
322,general,"Love, familial"
322,general,Love (see also affection)
323,general,Labor/work
325,general,Knowledge (see also learning. wisdom)
327,general,Labor/work
328,general,"Knowledge, growth of"
328,general,Knowledge (see also learning. wisdom)
329,general,"Hands, catchfish with"
329,general,Hands
332,general,"Lei, and love"
332,general,Lei
332,general,Love (see also affection)
333,general,"Lei, and love"
333,general,Lei
333,general,"Love, cherished"
333,general,Love (see also affection)
335,general,"Lover/sweetheart, stealing of another's"
335,general,Lover/sweetheart
336,general,"Man, old"
336,general,Man
338,general,Laziness
339,general,"Knowledge, depth of"
339,general,Knowledge (see also learning. wisdom)
343,general,Heaven
344,general,Insignificance
346,general,Husband
346,general,Marriage (see also intermarriage)
346,general,"Mate (see also husband, wife)"
348,general,Hospitality
348,general,Invitations
351,general,Imu
352,general,Lei
352,general,Lover/sweetheart
355,general,Legacy (see also inheritance)
357,general,Kapa
361,general,Grass
361,general,Humility
362,general,Hunger
363,general,"Kahuna, death of"
363,general,Kahuna
364,general,Guilt
364,general,Innocence
365,general,"Life, long"
365,general,Life
368,general,Island
368,general,"Kapu, on a chiefs wife"
368,general,"Kapu (see also law, rules)"
369,general,"Heart, of cheif"
369,general,Heart
369,general,Kindness
370,general,"Kapu, onagod"
370,general,"Kapu (see also law, rules)"
371,general,"Kahuna, advice of"
371,general,Kahuna
372,general,"Kapu, abolition of"
372,general,"Kapu (see also law, rules)"
373,general,Homeliness
373,general,"Mate (see also husband, wife), homely"
373,general,"Mate (see also husband, wife)"
375,general,"Hospitality, humble"
375,general,Hospitality
377,general,Impudent
380,general,Imu
381,general,"Kinship, close"
381,general,"Kinship, in warfare"
381,general,Kinship (see also family)
381,general,Man
382,general,Herbs (see also medicine)
382,general,Illness
382,general,"Kahuna, medicinal"
382,general,Kahuna
382,general,"Labor/work, payment for"
382,general,Labor/work
382,general,"Medicine (see also health, herbs, illness)"
383,general,Maggot
385,general,"Kauwa, drowning of"
385,general,Kauwa
387,general,"Land, natives of the"
387,general,Land
388,general,Kindness
389,general,Height
390,general,Instability
390,general,Kilu (game)
392,general,Heart
392,general,"Love, departed"
392,general,Love (see also affection)
396,general,Lover/sweetheart
396,general,"Mate (see also husband, wife), of"
396,general,"Mate (see also husband, wife)"
401,general,"Labor/work, of woman"
401,general,Labor/work
402,general,"Hands, right and left"
402,general,Hands
403,general,Lending
404,general,Haste
406,general,Heat
407,general,"Grope, in darkness"
407,general,Konane (game)
410,general,Mischiefmaker (see also rascal)
418,general,Heart
418,general,"Love, beloved"
418,general,Love (see also affection)
420,general,Kauwa
423,general,"Hardship (see also difficulties, problems)"
426,general,"Man, catching"
426,general,Man
428,general,Gratitude (see also appreciation)
428,general,Hunger
429,general,"Hospitality, burden of"
429,general,Hospitality
429,general,"House, large"
429,general,House
430,general,"House, large"
430,general,House
431,general,Incompatibility
431,general,Irritation
432,general,"Kauwa, drinker of excreta water"
432,general,"Kauwa, ofMoloka'i"
432,general,Kauwa
434,general,Lameness
434,general,"Luck, ill or bad"
437,general,Hula
443,general,Lid
444,general,Laziness
446,general,"Labor/work, for"
446,general,Labor/work
450,general,"Hands, palms of"
450,general,Hands
451,general,Mana
455,general,Hawaiians
455,general,"Land, attitude towards"
455,general,"Land, fencing of"
455,general,"Land, ownership by Caucasians"
455,general,Land
457,general,Maturity
458,general,"Hands, soiled"
458,general,Hands
458,general,"Labor/work, careless"
458,general,Labor/work
459,general,"Labor/work, suspended"
459,general,Labor/work
461,general,Illness
461,general,"Kahuna, patient"
461,general,"Kahuna, medicinal"
461,general,Kahuna
463,general,Grief (see also mourning)
463,general,Hips
466,general,Land
468,general,"Kauwa, ofMaui"
468,general,"Kauwa, sand-carrying"
468,general,Kauwa
472,general,Hoarseness
473,general,"Illness, recovery from"
473,general,Illness
473,general,"Life, long"
473,general,Life
475,general,"Leaves, withered"
475,general,Leaves
475,general,Loss
476,general,"Loss, total"
476,general,Loss
483,general,Gray
483,general,Hair
483,general,Lime
483,general,Maturity
484,general,Loneliness
487,general,Grass
490,general,"Leaves, scattered"
490,general,Leaves
492,general,"Gourd (see also food, container for), shape of"
492,general,"Gourd (see also food, container for)"
492,general,Imperfection
494,general,"Lovemaking, when very young"
494,general,Lovemaking
494,general,"Maturity, lack of"
494,general,Maturity
497,general,Gossip
498,general,Ignorance
498,general,Liquid
499,general,Hands
500,general,Hands
504,general,"Labor/work, unskilled"
504,general,Labor/work
504,general,"Lovemaking, clumsy"
504,general,"Lovemaking, importance of man's skill"
504,general,Lovemaking
504,general,"Man, skill in lovemaking"
504,general,Man
505,general,Loincloth/malo
508,general,"Luck, ill or bad, exposure to"
508,general,"Luck, ill or bad"
509,general,Inattentionlinattentive
513,general,"Love, arousal through sorcery"
513,general,Love (see also affection)
514,general,Greeting
514,general,Hospitality
514,general,Invitations
515,general,Intestines
515,general,Labor/work
517,general,Heedlessness
517,general,"Love, ""deafness"" of those in"
517,general,Love (see also affection)
518,general,Hospitality
520,general,Gossip
522,general,Kahuna
525,general,"Hands, back"
525,general,Hands
526,general,"Kahuna, must be careful"
526,general,Kahuna
528,general,Hypocrisy
530,general,Man
531,general,Land
531,general,Livelihood
531,general,"Man, land"
531,general,Man
532,general,Love (see also affection)
533,general,Herbs (see also medicine)
533,general,Illness
533,general,"Kahuna, medicinal"
533,general,Kahuna
535,general,Kahili
536,general,"Love, value of"
536,general,Love (see also affection)
537,general,Love (see also affection)
540,general,"Marriage (see also intermarriage), of chiefs"
540,general,Marriage (see also intermarriage)
540,general,"Mate (see also husband, wife), of"
540,general,"Mate (see also husband, wife)"
548,general,"Land, taxation of"
548,general,Land
549,general,"Luck, ill or bad"
551,general,"Kahuna, burden to"
551,general,Kahuna
552,general,Government
552,general,"Law (see also kapu, rules)"
556,general,Love (see also affection)
558,general,Messenger
560,general,Hospitality
561,general,House
562,general,Habitation
562,general,"Home, signs of life"
562,general,"Home, appreciation of"
562,general,"House, of"
562,general,House
562,general,"Life, signs of"
562,general,Life
563,general,"House, for thoughts"
563,general,House
565,general,Illusions
566,general,"Land, a reward"
566,general,Land
567,general,"Labor/work, great amount"
567,general,Labor/work
568,general,"Hunger, extreme"
568,general,Hunger
568,general,Imu
570,general,"Christian, Irish potato"
570,general,Christian
570,general,"Ignorance, own culture"
570,general,Ignorance
571,general,Holua
574,general,"Home, forget to return"
574,general,"Home, appreciation of"
574,general,"Land, the"
574,general,Land
575,general,Lei
576,general,"Kinship, disowned"
576,general,Kinship (see also family)
578,general,Manners (see also rude)
581,general,"Indifference, to another's problems"
583,general,Hands
584,general,"House, pollution of"
584,general,House
584,general,"Mate (see also husband, wife), disgraces family"
584,general,"Mate (see also husband, wife)"
588,general,Inevitability
588,general,Inheritance (see also legacy)
589,general,Inevitability
589,general,Land
597,general,"Luck, ill or bad, on ajourney"
597,general,"Luck, ill or bad"
598,general,"Gourd (see also food, container for), water"
598,general,"Gourd (see also food, container for)"
598,general,"Life, water a symbol"
598,general,Life
600,general,Hair
602,general,Ignorance
602,general,"Knowledge, shallow"
602,general,Knowledge (see also learning. wisdom)
602,general,"Labor/work, unskilled"
602,general,Labor/work
605,general,"Intelligence, want"
605,general,Intelligence
605,general,Knowledge (see also learning. wisdom)
607,general,Grumpiness
607,general,Irritation
609,general,"Head, hard"
609,general,Head
613,general,Hands
614,general,"Lover/sweetheart, easily attained"
614,general,Lover/sweetheart
615,general,Idleness
615,general,Laziness
617,general,"Life, ups and downs"
617,general,Life
619,general,"Labor/work, youth"
619,general,Labor/work
621,general,Ignorance
621,general,"Knowledge, shallow"
621,general,Knowledge (see also learning. wisdom)
622,general,"Knowledge, dual"
622,general,Knowledge (see also learning. wisdom)
626,general,Lying
627,general,Image
629,general,Indulgence
629,general,"Labor/work, ability to do"
629,general,Labor/work
629,general,Laziness
631,general,"Marriage (see also intermarriage), considers rank"
631,general,"Marriage (see also intermarriage), of chiefs"
631,general,Marriage (see also intermarriage)
631,general,"Mate (see also husband, wife), chief seeking a"
631,general,"Mate (see also husband, wife), of"
631,general,"Mate (see also husband, wife)"
632,general,Kahuna
633,general,"Imu, disorderly"
633,general,Imu
634,general,Imu
635,general,Meat
640,general,"Kahuna, efforts to defeat missionary"
640,general,Kahuna
640,general,"Moloka'i, praying to death"
640,general,Moloka'i
641,general,"Lover/sweetheart, stealing of another's"
641,general,Lover/sweetheart
642,general,Inheritance (see also legacy)
643,general,Knowledge (see also learning. wisdom)
644,general,Ignorance
644,general,"Mate (see also husband, wife), supernaturalt"
644,general,"Mate (see also husband, wife)"
645,general,Ivory
645,general,Man
646,general,Life
648,general,Kahuna
652,general,"Land, erosion of"
652,general,Land
658,general,"Kapu (see also law, rules)"
658,general,Konohiki
662,general,In-laws
662,general,"Marriage (see also intermarriage), after"
662,general,Marriage (see also intermarriage)
664,general,"House, pushed over"
664,general,House
665,general,"Kapu, of chief"
665,general,"Kapu (see also law, rules)"
666,general,"Man, bachelor"
666,general,Man
669,general,Hero
670,general,"Husband, appreciation of"
670,general,"Husband, not beating his wife"
670,general,Husband
673,general,Love (see also affection)
673,general,"Lover/sweetheart, holding interest of"
673,general,Lover/sweetheart
674,general,"Kapu, sign of"
674,general,"Kapu (see also law, rules)"
678,general,"Love, man a slave of"
678,general,Love (see also affection)
678,general,"Man, slave of love"
678,general,Man
679,general,"Labor/work, easy"
679,general,Labor/work
680,general,"Knowledge, overlooked"
680,general,Knowledge (see also learning. wisdom)
682,general,Inconsequential
683,general,"Love, removes hurt"
683,general,Love (see also affection)
688,general,Grandparents (see also elders)
690,general,Hinting
693,general,Image
693,general,"Labor/work, of all"
693,general,Labor/work
699,general,"Moloka'i, of"
699,general,Moloka'i
700,general,Injury
702,general,Leadership
703,general,Inconsistent
703,general,Instability
704,general,"Kapu (see also law, rules)"
705,general,"Language, same"
708,general,Loner
709,general,Legs
710,general,Love (see also affection)
715,general,Inexperienced
716,general,Life
718,general,Heaven
718,general,"Land, ownership of"
718,general,Land
720,general,"Leaves, floating"
720,general,Leaves
722,general,Love (see also affection)
723,general,Man
725,general,"Knowledge, great"
725,general,"Knowledge, shallow"
725,general,"Knowledge, value of"
725,general,Knowledge (see also learning. wisdom)
726,general,Inexperienced
726,general,Limitations
727,general,"Love, unlucky in"
727,general,Love (see also affection)
727,general,"Luck, ill or bad"
730,general,"Home, appreciation of"
730,general,Maturity
731,general,"Home, forget to return"
731,general,"Home, appreciation of"
732,general,Kahuna
732,general,"Moloka'i, prophecies of"
732,general,Moloka'i
735,general,Harmony
739,general,Lightning
740,general,Lei
741,general,"Head, confused"
741,general,Head
741,general,"Labor/work, great amount"
741,general,Labor/work
742,general,Loss
749,general,Imagination
749,general,"Love, adult's vs. child's"
749,general,Love (see also affection)
749,general,"Lovemaking, clumsy"
749,general,Lovemaking
749,general,"Lover/sweetheart, mature"
749,general,Lover/sweetheart
750,general,"Love, children"
750,general,"Love, ""puppy"""
750,general,Love (see also affection)
751,general,"Labor/work, daytime"
751,general,Labor/work
752,general,"Hands, use of"
752,general,Hands
752,general,Labor/work
753,general,"Hands, use of"
753,general,Hands
753,general,Labor/work
757,general,Lost
759,general,"Hands, use of"
759,general,Hands
763,general,Labor/work
764,general,"Leaves, buds of"
764,general,Leaves
765,general,"Love, falling in"
765,general,Love (see also affection)
766,general,"Life, advice"
766,general,Life
767,general,Gossip
767,general,"Knowledge, through personal experience"
767,general,Knowledge (see also learning. wisdom)
768,general,Hospitality
770,general,Guidance
770,general,Kindness
770,general,Lost
770,general,"Love, passionate"
770,general,Love (see also affection)
771,general,Love (see also affection)
772,general,Moloka'i
773,general,Heedlessness
775,general,Kire
776,general,Knowledge (see also learning. wisdom)
779,general,"Man, judgment of"
779,general,Man
780,general,Insignificance
781,general,Leadership
781,general,Loyalty
782,general,Leprosy
783,general,Heart
783,general,Humiliation
783,general,"Illness, at heart"
783,general,Illness
784,general,Illness
784,general,Kahuna
785,general,"Love, a disease"
785,general,Love (see also affection)
786,general,Honor
786,general,Loyalty
787,general,Hospitality
787,general,Invitations
792,general,Indiscriminate
792,general,Lover/sweetheart
793,general,Inquisitiveness (see also curiosity)
794,general,"Man, beastly behavior"
794,general,Man
795,general,Laziness
800,general,Love (see also affection)
801,general,Heedlessness
802,general,Guidance
804,general,Love (see also affection)
807,general,Land
809,general,"Lovemaking, clumsy"
809,general,Lovemaking
809,general,"Man, skill in lovemaking"
809,general,Man
811,general,"Labor/work, done poorly"
811,general,Labor/work
812,general,Marriage (see also intermarriage)
812,general,"Mate (see also husband, wife)"
813,general,Husband
813,general,"Love, of mate"
813,general,Love (see also affection)
814,general,"Law (see also kapu, rules)"
816,general,Gossip
816,general,Lips
817,general,Habits
818,general,"Kahuna, hana aloha"
818,general,Kahuna
818,general,Love (see also affection)
820,general,"Love, affair"
820,general,"Love, responsibilities of"
820,general,"Love, temporary"
820,general,Love (see also affection)
820,general,"Marriage (see also intermarriage), avoiding responsibilities of"
820,general,Marriage (see also intermarriage)
821,general,"Law (see also kapu, rules)"
822,general,Inconsequential
822,general,Mat
823,general,"Luck, ill or bad"
824,general,"Love, cessation of"
824,general,Love (see also affection)
828,general,Lizard/mo'o
829,general,Grandchildren
830,general,Hypocrisy
831,general,"Gourd (see also food, container for), broken"
831,general,"Gourd (see also food, container for)"
832,general,Hands
832,general,Ledge
833,general,Impetuous
834,general,"Labor/work, no returnfor"
834,general,Labor/work
839,general,Head
839,general,Manners (see also rude)
842,general,"Life, of confusion"
842,general,Life
842,general,"Mate (see also husband, wife), sharing of"
842,general,"Mate (see also husband, wife)"
843,general,"Life, with a chief"
843,general,Life
845,general,Knowledge (see also learning. wisdom)
846,general,Love (see also affection)
847,general,"Kahuna, hana aloha"
847,general,Kahuna
847,general,Lightning
848,general,"Lips, dark"
848,general,Lips
849,general,Intermarriage
849,general,"Marriage (see also intermarriage), of chiefs"
849,general,Marriage (see also intermarriage)
851,general,"Man, of the country"
851,general,"Man, the royal court"
851,general,Man
852,general,Love (see also affection)
853,general,"Hospitality, host"
853,general,"Hospitality, poor"
853,general,Hospitality
858,general,Hospitality
860,general,Independence
860,general,"Labor/work, value of"
860,general,Labor/work
860,general,Livelihood
861,general,Laziness
862,general,Ivory
862,general,"Love, voice of"
862,general,Love (see also affection)
869,general,Graciousness
869,general,Heart
869,general,Hospitality
869,general,"House, heart as big as"
869,general,House
869,general,Kindness
870,general,Hands
871,general,Maturity
872,general,Labor/work
872,general,Laziness
873,general,"Luck, boast of, good"
873,general,"Luck, boast of"
876,general,Humility
878,general,"Mat, small"
878,general,Mat
883,general,Habits
885,general,Involvement
886,general,Involvement
887,general,Love (see also affection)
889,general,Hospitality
892,general,Imperfection
892,general,Imu
892,general,"Labor/work, done poorly"
892,general,Labor/work
892,general,Maturity
893,general,"Husband, protects wife"
893,general,Husband
893,general,Marriage (see also intermarriage)
895,general,In-laws
896,general,Kinship (see also family)
900,general,"Labor/work, another"
900,general,"Labor/work, unpleasant"
900,general,Labor/work
901,general,Laziness
904,general,"Loss, of"
904,general,Loss
910,general,Hunger
910,general,Independence
911,general,Labor/work
913,general,Head
914,general,Growth
915,general,"Moloka'i, praying to death"
915,general,Moloka'i
918,general,Guidance
918,general,Kahuna
919,general,"Man, over-sexed"
919,general,Man
926,general,Influence
926,general,"Love, squirming of"
926,general,Love (see also affection)
927,general,"Love, restlessness of"
927,general,Love (see also affection)
930,general,Interference
930,general,"Labor/work, interfered with"
930,general,Labor/work
932,general,Growth
932,general,Island
934,general,Irritation
936,general,"Love, boundless"
936,general,Love (see also affection)
937,general,Inheritance (see also legacy)
944,general,Hands
947,general,"Kapu, great"
947,general,"Kapu, lap"
947,general,"Kapu (see also law, rules)"
947,general,Lap
948,general,Lap
949,general,Hunger
949,general,Locust
949,general,Meat
950,general,"Laziness, and beauty"
950,general,Laziness
952,general,"Kapu, abolition of"
952,general,"Kapu (see also law, rules)"
953,general,"Home, who stays at"
953,general,"Home, appreciation of"
955,general,Independence
958,general,Ink
958,general,Mischiefmaker (see also rascal)
959,general,Loyalty
960,general,Horse
963,general,"Home, who stays at"
963,general,"Home, appreciation of"
965,general,"Gourd (see also food, container for), size of"
965,general,"Gourd (see also food, container for)"
969,general,Lying
971,general,Insignificance
972,general,Good
973,general,Hero
978,general,"Love, value of"
978,general,Love (see also affection)
979,general,Impudent
980,general,"Hands, diseased"
980,general,Hands
980,general,"Illness, hand"
980,general,Illness
980,general,Injury
982,general,Mischief
983,general,"Kapu, of chief"
983,general,"Kapu (see also law, rules)"
992,general,Hunger
993,general,Ideas
994,general,"Kinship, between Puna and Ka'u"
994,general,Kinship (see also family)
995,general,"Kinship, between Puna and Ka'u"
995,general,Kinship (see also family)
1003,general,Labor/work
1003,general,Lei
1007,general,Manners (see also rude)
1009,general,Ignorance
1012,general,Hot
1012,general,"Love, passionate"
1012,general,Love (see also affection)
1012,general,"Lovemaking, passionate"
1012,general,Lovemaking
1013,general,"Knowledge, boast of"
1013,general,"Knowledge, pro of of"
1013,general,"Knowledge, talk of"
1013,general,Knowledge (see also learning. wisdom)
1016,general,"Houses, of Honolulu"
1017,general,Love (see also affection)
1017,general,Lover/sweetheart
1018,general,"Hula, motions/movements of"
1018,general,Hula
1020,general,Lover/sweetheart
1020,general,"Mate (see also husband, wife)"
1023,general,"Home, appreciation of"
1024,general,"Home, appreciation of"
1025,general,"Love, return to"
1025,general,Love (see also affection)
1025,general,Loyalty
1026,general,"Home, appreciation of"
1027,general,Habits
1027,general,"Home, appreciation of"
1031,general,Lips
1033,general,Incomprehensible
1033,general,Inexplicable
1033,general,Menehune
1038,general,Love (see also affection)
1039,general,"Hands, empty"
1039,general,Hands
1040,general,Hypocrisy
1041,general,"Home, appreciation of"
1042,general,"Home, appreciation of"
1044,general,"Hands, empty"
1044,general,Hands
1044,general,"Home, appreciation of"
1046,general,Messenger
1047,general,"Luck, ill or bad"
1047,general,"Man, one-eyed"
1047,general,Man
1048,general,"Labor/work, difficult"
1048,general,"Labor/work, easy"
1048,general,Labor/work
1048,general,Laziness
1052,general,Hospitality
1053,general,Grass
1053,general,Leaves
1055,general,Kiss
1056,general,"Kauwa, ofMaui"
1056,general,Kauwa
1057,general,"Head, bowed"
1057,general,Head
1059,general,"Labor/work, industrious"
1059,general,Labor/work
1061,general,Greeting
1061,general,Love (see also affection)
1062,general,In-laws
1062,general,Interest
1063,general,"Luck, ill or bad"
1065,general,Hands
1065,general,"Labor/work, deprivation of"
1065,general,Labor/work
